0,1,2
-0.026538851666909734,-0.2424893880646055,0.0
2.4689430296286137,0.010378829126091324,2.0
0.6362658343045403,-0.02294785508098342,0.0
2.0647093508895664,0.7643674077291008,2.0
-0.1890953869221508,1.9700531535446155,3.0
-0.09590377969370094,1.7991600655251534,3.0
1.9115152010121876,2.0004886733485736,1.0
-0.755421945059574,0.476996054106447,0.0
-0.5820521242695783,2.4977865098932175,3.0
2.6414784865912067,2.2475819959172805,1.0
2.388916488078899,0.17162781879715885,2.0
1.0360975812946094,0.8889212369942835,2.0
-0.6093598851522967,1.5988539393229755,3.0
0.021892330458107713,-0.2536107409058681,0.0
1.9463584304218151,0.7809136677143143,2.0
2.2691429830477197,2.15496741092898,1.0
-0.9735748384303411,2.749220540926735,3.0
0.4740437506669055,-0.08309713129669868,0.0
1.095957798936003,-0.91785045333703,2.0
-0.23201581858639148,0.1497279048604152,0.0
1.8300536963590455,-0.569748787400943,2.0
-0.3623438099855863,-0.17354618667995245,0.0
-0.7734238021422405,1.3597740862685572,3.0
0.22791351809296095,2.4555293269928207,3.0
1.251171351051033,0.449523018569222,0.0
0.030015867992971772,-0.513422374644761,0.0
2.146906957279759,2.069852740691754,1.0
0.4398728479126292,0.7298420085181956,0.0
1.8759879339930075,1.974343465118784,1.0
1.7114677042382134,1.8865250559638986,1.0
0.24362959281279928,0.05723707792373614,0.0
0.47892594835689833,-0.03916071772442354,0.0
0.38695049911466134,-0.9670595742832682,0.0
2.2477138073506,1.2369880439652041,1.0
-0.4376639680006759,2.2129582373035386,3.0
0.7832543440488132,1.649456145741498,3.0
-0.2407711061944437,1.8982609217275515,3.0
0.7089852696656068,0.15984548610495272,0.0
-1.446948587069882,-0.4383186891236011,0.0
-0.414533771023997,1.111263477904528,3.0
-0.15983738785484417,0.22304714311979854,0.0
0.6303091586751922,0.16175559112320342,0.0
1.8052735708861622,1.734103810640316,1.0
1.5046326054401595,1.3852766771325329,1.0
1.4627343741632608,1.5132475596395614,1.0
1.9898008609825366,0.42632783883513137,2.0
2.855756163996775,0.4798498401270448,2.0
-0.7991293194579123,0.57595396508648,0.0
2.2751853916210782,-0.3128760642272123,2.0
2.3495715108173862,0.5372557631585064,2.0
-0.8215237602279193,2.533957997574773,3.0
1.1651280937959851,2.4212595567756905,3.0
1.5402934306099458,-0.7246558904734469,2.0
3.0161978258774593,-0.37553986354040997,2.0
-0.023996752489403996,2.853657851520134,3.0
2.085449675654472,-0.5214957701386026,2.0
-0.10540105795008663,2.751068278794131,3.0
0.1607815591220663,-0.12662371749541235,0.0
-0.58407641784813,0.7893174255837947,0.0
-0.17852731886482834,1.1331557190805377,3.0
1.7755296401919445,2.224908480543468,1.0
0.5772334766889978,-0.4583031242459425,0.0
1.7416642763630832,1.5602252863929096,1.0
1.4001776082142863,1.069848776326003,1.0
1.8093228665180778,1.8831708144765475,1.0
2.5842654931833984,0.2700227244031285,2.0
-0.02669542861160332,1.9168243485011456,3.0
2.1439774099844033,1.2325402147092361,1.0
0.7118936697879817,0.16687735927735933,0.0
-0.25014304374225854,-0.5456983339771477,0.0
-0.0019470605127838861,0.24762051957545966,0.0
1.523752488959389,2.0892471675452704,1.0
2.105124134184769,-0.3521629101210692,2.0
1.892182330525685,1.8502820091121597,1.0
1.1763140681331965,-0.22012040437625507,2.0
2.3406862245884965,0.03051581533855775,2.0
-2.027420697339132,1.639207013516074,3.0
2.146935465417748,-0.5420940686646772,2.0
-0.9284127578202515,2.3224581547516747,3.0
1.9068509383592989,1.113390945969448,1.0
0.10943624341358396,-0.5374744011990067,0.0
0.33411200172907835,2.232531353914923,3.0
-0.7705691674122221,1.967988622466309,3.0
0.06598068122451556,1.8959570350094903,3.0
2.2555284935836495,2.502303013344152,1.0
1.9620099557649835,-0.17716961267313971,2.0
0.35226684321644247,1.659567469247178,3.0
2.166038939138273,-0.09295034495527958,2.0
2.407346397532311,0.07580590987237917,2.0
-0.1465933451280639,-0.04592256080638411,0.0
1.6394639590126086,0.1548087069167994,2.0
2.333183870157636,-0.022209651321426393,2.0
2.7985256626468815,2.2027802146361513,1.0
2.2158617858438627,2.3351515381851575,1.0
2.5083605146065358,2.626318330578709,1.0
-0.029683084809862693,1.0613213023900907,0.0
1.9536900557443913,1.96654737412083,1.0
-0.33762774369459125,-0.31247581838243976,0.0
-0.2465200901985254,1.987716418009013,3.0
-0.007910840794768205,0.3643508494231462,0.0
2.5127394208383373,2.2574846463737037,1.0
1.630232173039494,0.09627504644148537,2.0
1.6972207783043733,2.44734565906941,1.0
-0.05585423100725715,0.29023018365877634,0.0
-0.5152669485705708,2.7459627615190065,3.0
-0.33892596641758216,0.3547620127107247,0.0
2.277431864183897,2.024362758410668,1.0
2.4592683652903635,0.13942394211982467,2.0
0.4706617192166825,0.2675188417260484,0.0
1.1049366723401643,-0.05159728940617762,2.0
1.1291842299922021,1.6093029454518666,1.0
2.2355989865248955,-0.6149555148188681,2.0
1.5043276117559938,1.8093043675793195,1.0
2.1640856329755636,0.8039824749298781,1.0
2.371884383741687,0.7164251484667282,2.0
2.7581981932084303,-0.3237002210857653,2.0
1.6910606660818743,1.2471988803895013,1.0
-0.3642047476658124,1.7317719457356704,3.0
-0.2537639041236312,-0.8844390236856134,0.0
0.9684658202294789,1.5297230067290397,3.0
0.6068144867748451,-0.49924920820941354,0.0
2.10396980868021,1.729044122005843,1.0
2.383356652136406,2.801183296943538,1.0
2.154989778845996,0.2468710158569691,2.0
0.3520127613756743,2.1231344725680135,3.0
-0.3124582028329174,-0.49984330074883726,0.0
0.07059405320771703,0.03647199798914397,0.0
-0.3550692127614028,2.3572241936110423,3.0
0.7908124225688155,1.901204470568879,3.0
-0.5174933100414474,1.7907328662177888,3.0
2.8276208241305314,1.4586629822046298,1.0
0.20535439912746592,-0.08719093853955145,0.0
1.1937017440181368,2.0311418893778432,1.0
1.5488891025367435,1.7485141408541671,1.0
-0.5800928516761,2.099872864647668,3.0
1.2927239758478806,-0.5467235792575217,2.0
-0.5171884975913705,2.304560702202092,3.0
-0.009475711074799449,-0.13624941904328045,0.0
1.972222792358158,-1.240542109465575,2.0
0.45716636892371065,-0.47159114300516247,0.0
1.7459919604924166,1.8840287988928326,1.0
1.5388671786548196,0.2817397205302193,2.0
2.0695371332584696,-0.21095562143898566,2.0
-0.1566353116358785,2.335709479681343,3.0
2.098566746465382,2.7188505934150475,1.0
1.8250336791994526,-0.4934650675057829,2.0
-0.3596515505910943,2.5303661418396914,3.0
0.22074119577762802,-0.13994116171247714,0.0
1.8355675407620022,0.8828607701323119,2.0
2.293610956666991,1.2273146765762493,2.0
0.20089137135367688,2.3253556084900247,3.0
1.858761231477438,2.992308014578898,1.0
-0.35095649606009566,-0.46554670652131525,0.0
0.7281920416102527,2.1256355766292945,3.0
1.9638928047396844,1.304580866062442,1.0
0.321505077060987,2.611475379061501,3.0
-0.19447448614244553,0.7034189592101119,0.0
2.686374303535831,2.295326860063786,1.0
1.3634256897240993,0.33909223863039434,2.0
1.8141234750729107,2.975832360152964,1.0
0.2905667635221487,-0.2278826713573624,0.0
0.05517568797568092,1.7404452312304235,3.0
1.6742080947984386,2.1743798507920515,1.0
2.477058459409739,-0.3075993112813226,2.0
-0.4852003233357341,1.384580633347626,3.0
0.32133226646519525,2.4775296647507665,3.0
0.5199725824410006,0.21435862074988796,0.0
2.100243838692295,-0.48520047450095666,2.0
-0.5995380758527056,1.7614382877703592,3.0
-0.20429509660707554,0.16894782006279802,0.0
0.9111986147948776,-0.4701509822368179,0.0
0.7439154612838961,-0.7775934295971145,2.0
-0.2593336234746196,0.44742731473118796,0.0
0.28527522734244065,1.335922358767497,3.0
0.3008929049872919,-0.21346726142955624,0.0
1.8584584413220635,-0.16215789481424095,2.0
-0.022017379951321348,1.7668903053126443,3.0
-0.5210893597294831,-0.08962989336985813,0.0
0.12797702222605992,0.33864288692810607,0.0
1.6730121381568313,1.4113087430298212,1.0
0.5108146033174972,1.80528658735,3.0
1.0699638436438426,2.028629649146233,3.0
-0.6816636527575306,1.5571752702490727,3.0
1.2856412595665248,0.4981997646780286,2.0
0.005116854112983729,-0.42601048228591426,0.0
2.1222126943552886,1.1884708614794404,1.0
-0.04763373619748966,2.6023093942985134,3.0
0.7988420058862445,2.0307975009741615,3.0
2.4978813196941396,-0.5744060348278615,2.0
1.4202787572673614,1.3129710959815535,1.0
2.2031238810031657,-0.4994976800761057,2.0
